Optimism Geth Workshop,Wave/Round,Term,Amount (Token),Amount (USD)
The Turn: A Festival Of Regenerative Play,GG18 Cluster QF Web3 Community & Education,Aug 2023,12790.3,$264.16
DAO Suisse,GG18 Cluster QF Web3 Community & Education,Aug 2023,12759.2,$262.63
ReFi Lisboa — a regenerative startup society in a top web3 city,GG18 Cluster QF Web3 Community & Education,Aug 2023,11791.6,$256.85
Holistic Framework fostering Integral Coordination through Cyclical Growth,GG18 Cluster QF Web3 Community & Education,Aug 2023,11193.5,$256.80
International Media Nodes,GG18 Cluster QF Web3 Community & Education,Aug 2023,11014.4,$255.66
VENTUREᕽ,GG18 Cluster QF Web3 Community & Education,Aug 2023,10976.9,$254.72
Man of Crypto,GG18 Cluster QF Web3 Community & Education,Aug 2023,10797.8,$253.96
Pidgin Parlour,GG18 Cluster QF Web3 Community & Education,Aug 2023,10456.2,$252.06
Curiosi3,GG18 Cluster QF Web3 Community & Education,Aug 2023,"10,216.70",$248.75
Bankless Malayalam,GG18 Cluster QF Web3 Community & Education,Aug 2023,9635.4,$248.27
DeFi Toronto,GG18 Cluster QF Web3 Community & Education,Aug 2023,9590.2,$240.72
Blockravers,GG18 Cluster QF Web3 Community & Education,Aug 2023,9256,$239.42
500K by 2030,GG18 Cluster QF Web3 Community & Education,Aug 2023,9070.1,$236.29
Help the Internet Archive Fight On,GG18 Cluster QF Web3 Community & Education,Aug 2023,8700.7,$233.18
Web3 Women- Season 2,GG18 Cluster QF Web3 Community & Education,Aug 2023,8506.5,$232.70
Proof of Vibes,GG18 Cluster QF Web3 Community & Education,Aug 2023,8448.2,$229.53
Play4Change,GG18 Cluster QF Web3 Community & Education,Aug 2023,8408.6,$228.08
Empowering Regenerative Entrepreneurship in Altos Mirandinos,GG18 Cluster QF Web3 Community & Education,Aug 2023,8250.3,$223.62
OpenCivics,GG18 Cluster QF Web3 Community & Education,Aug 2023,8219.3,$222.83
DAOstewards,GG18 Cluster QF Web3 Community & Education,Aug 2023,7983.3,$216.60
BitKE Africa Web3 Tour,GG18 Cluster QF Web3 Community & Education,Aug 2023,7486.3,$210.36
T2 LATAM,GG18 Cluster QF Web3 Community & Education,Aug 2023,7402.5,$207.48
Green Pill Boston,GG18 Cluster QF Web3 Community & Education,Aug 2023,7234.8,$206.58
Impactopia - Uniting Collective Organizations through Media and Education,GG18 Cluster QF Web3 Community & Education,Aug 2023,7058.2,$204.69
Women Biz Academy,GG18 Cluster QF Web3 Community & Education,Aug 2023,6932.1,$204.69
ETHMiami,GG18 Cluster QF Web3 Community & Education,Aug 2023,6742.8,$197.53
DeSci Landscape Analysis,GG18 Cluster QF Web3 Community & Education,Aug 2023,6739.6,$197.11
MUTUAL,GG18 Cluster QF Web3 Community & Education,Aug 2023,6684.7,$193.61
The Solidity Guild,GG18 Cluster QF Web3 Community & Education,Aug 2023,6614.5,$193.12
ETHChile: An emerging and growing community,GG18 Cluster QF Web3 Community & Education,Aug 2023,6338.5,$192.18
Tokenized Impact Bonds(TIBs),GG18 Cluster QF Web3 Community & Education,Aug 2023,6301,$191.59
Decentralized Autonomous Education,GG18 Cluster QF Web3 Community & Education,Aug 2023,6245.6,$191.52
Crowdmuse,GG18 Cluster QF Web3 Community & Education,Aug 2023,6208.4,$191.37
Wise Crowds DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,6093,$187.47
ReFi Tanzania,GG18 Cluster QF Web3 Community & Education,Aug 2023,5914.6,$183.31
Earthist - Decentralize the Seeds,GG18 Cluster QF Web3 Community & Education,Aug 2023,5743.8,$173.79
Epicenter,GG18 Cluster QF Web3 Community & Education,Aug 2023,5121.4,$169.17
Checky,GG18 Cluster QF Web3 Community & Education,Aug 2023,5080.7,$162.63
Antisat,GG18 Cluster QF Web3 Community & Education,Aug 2023,5010,$157.41
Kamusi DAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,4952.3,$155.60
Dot.alert(),GG18 Cluster QF Web3 Community & Education,Aug 2023,4940.5,$154.68
TaterDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,4861.2,$152.13
Criptec,GG18 Cluster QF Web3 Community & Education,Aug 2023,4834.9,$149.83
RemittDAO Inclusionary Outreach,GG18 Cluster QF Web3 Community & Education,Aug 2023,4805.2,$147.15
Cryptoversidad,GG18 Cluster QF Web3 Community & Education,Aug 2023,4673.8,$141.40
Modular Crypto,GG18 Cluster QF Web3 Community & Education,Aug 2023,4530.9,$137.45
ReFiMiami,GG18 Cluster QF Web3 Community & Education,Aug 2023,4416.9,$136.18
Dapp-Learning,GG18 Cluster QF Web3 Community & Education,Aug 2023,4416.6,$129.56
Impactopia,GG18 Cluster QF Web3 Community & Education,Aug 2023,4307.9,$128.88
Kingfisher's Corner™,GG18 Cluster QF Web3 Community & Education,Aug 2023,4295.4,$126.34
State of Web3 Grant Programs,GG18 Cluster QF Web3 Community & Education,Aug 2023,4112.1,$121.70
STEAM Venezuela and Web 3,GG18 Cluster QF Web3 Community & Education,Aug 2023,4090.2,$119.90
BanklessMagyar,GG18 Cluster QF Web3 Community & Education,Aug 2023,3860.8,$117.04
Academy Ventures,GG18 Cluster QF Web3 Community & Education,Aug 2023,3850.8,$113.82
CryptoMx,GG18 Cluster QF Web3 Community & Education,Aug 2023,3672.4,$110.88
IEF Comprehensive Evaluation Framework for Public Goods Projects,GG18 Cluster QF Web3 Community & Education,Aug 2023,3559.5,$103.88
PositiveBlockchain,GG18 Cluster QF Web3 Community & Education,Aug 2023,3521,$102.55
DIVE INTO CRYPTO,GG18 Cluster QF Web3 Community & Education,Aug 2023,3493.8,$101.48
ReFi Cape Town,GG18 Cluster QF Web3 Community & Education,Aug 2023,3403.8,$99.27
4Seas DeSoc,GG18 Cluster QF Web3 Community & Education,Aug 2023,3399.6,$97.23
EmprendeDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,3334.9,$92.53
ReFi Phangan,GG18 Cluster QF Web3 Community & Education,Aug 2023,3206.5,$86.04
Web3 Education with No-Code workflows,GG18 Cluster QF Web3 Community & Education,Aug 2023,3183.5,$80.55
Andino - Talent in technology,GG18 Cluster QF Web3 Community & Education,Aug 2023,3153.5,$78.27
DeSci Toronto,GG18 Cluster QF Web3 Community & Education,Aug 2023,3073.4,$77.88
Venture Miner Academy,GG18 Cluster QF Web3 Community & Education,Aug 2023,3021.2,$77.21
Ethereum Edmonton,GG18 Cluster QF Web3 Community & Education,Aug 2023,2982.6,$71.49
"Tulum’s Tomorrow, Accelerating the Regenaissance with ReFi Tulum",GG18 Cluster QF Web3 Community & Education,Aug 2023,2808,$69.27
Help fund Taptive's Writing Cohorts,GG18 Cluster QF Web3 Community & Education,Aug 2023,2805.3,$66.40
"ReFi Hong Kong, a top community in Asia to connect ESG and ReFi",GG18 Cluster QF Web3 Community & Education,Aug 2023,2683.3,$65.85
OrchestraDAO,GG18 Cluster QF Web3 Community & Education,Aug 2023,2416.5,$65.51
DWeb Curriculum for Creators,GG18 Cluster QF Web3 Community & Education,Aug 2023,2407.9,$64.36
Encriptados,GG18 Cluster QF Web3 Community & Education,Aug 2023,2337.8,$62.77
Digital Commons For Emerging Economies,GG18 Cluster QF Web3 Community & Education,Aug 2023,2337.2,$62.29
"Colledge Global: Building minds, connecting communities in Crypto",GG18 Cluster QF Web3 Community & Education,Aug 2023,2297.9,$60.61
ReFi Paramaribo | Innovators Buzz: An innovative community rooted in regeneration & technology,GG18 Cluster QF Web3 Community & Education,Aug 2023,2239.2,$53.70
A Free Youtube content library for developers looking to create web3 games,GG18 Cluster QF Web3 Community & Education,Aug 2023,2238.8,$51.22
UNIFIED LATAM: Uniting and growing the community,GG18 Cluster QF Web3 Community & Education,Aug 2023,2178.4,$49.71
Historia de Honduras,GG18 Cluster QF Web3 Community & Education,Aug 2023,2010.6,$43.83
Hunting Alpha Media: Bringing Quality DeFi Content to the Masses!,GG18 Cluster QF Web3 Community & Education,Aug 2023,1826.8,$42.47
Valucop Global,GG18 Cluster QF Web3 Community & Education,Aug 2023,1776.9,$41.37
BUIDL Asia x KryptoPlanet,GG18 Cluster QF Web3 Community & Education,Aug 2023,1700.7,$35.62
Evolving Space - Nexus Program,GG18 Cluster QF Web3 Community & Education,Aug 2023,1619.8,$33.80
Hopium,GG18 Cluster QF Web3 Community & Education,Aug 2023,1560.7,$33.22
web3bsb,GG18 Cluster QF Web3 Community & Education,Aug 2023,1540.7,$32.12
Mafia Creativa,GG18 Cluster QF Web3 Community & Education,Aug 2023,1392.8,$29.63
Eden Creators,GG18 Cluster QF Web3 Community & Education,Aug 2023,1386.9,$28.48
Nexus Nodes,GG18 Cluster QF Web3 Community & Education,Aug 2023,1262,$21.93
Khalon Bridge,GG18 Cluster QF Web3 Community & Education,Aug 2023,1245.5,$21.23
The Deep,GG18 Cluster QF Web3 Community & Education,Aug 2023,1165.7,$19.19
The Stack Report,GG18 Cluster QF Web3 Community & Education,Aug 2023,1145,$15.51
0x Salon,GG18 Cluster QF Web3 Community & Education,Aug 2023,1095.8,$8.12
Mercadonft,GG18 Cluster QF Web3 Community & Education,Aug 2023,"234,544.68",$6.34
Ethelo-Allo integration,GG18 Cluster QF Web3 Community & Education,Aug 2023,"223,384.19",$0.79
EthStaker,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"204,725.25","$20,000.00"
INTMAX,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"173,764.96","$20,000.00"
Iron Wallet,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"163,047.79","$20,000.00"
L2BEAT,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"160,975.55","$20,000.00"
Protocol Guild,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"155,951.75","$20,000.00"
eth.limo,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"155,898.10","$14,408.60"
Lighthouse by Sigma Prime,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"144,461.28","$13,273.82"
"Blockscout - Decentralized, Open-source Block Explorer Built for L1s, L2s and All Chains",GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"141,374.50","$9,341.30"
Ethscriptions,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"140,781.79","$8,499.52"
wagmi,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"139,506.13","$8,312.14"
Ethereum Attestation Service,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"139,506.13","$8,164.68"
ethers.js,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"132,268.50","$6,858.44"
beaconcha.in,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"132,114.17","$4,546.78"
NiceNode: Run a node — just press start,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"131,833.29","$4,074.40"
Baseline Protocol,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"130,725.11","$3,999.75"
Candide Labs,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"129,644.74","$3,330.61"
TrueBlocks and the Unchained Index,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"124,577.52","$2,705.37"
eth-wizard: An Ethereum validator installation wizard,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"124,160.46","$2,339.24"
Ethereum on ARM,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"123,471.18","$2,242.75"
The Forus,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"121,704.42","$1,353.58"
Topia Shared DA,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"121,021.57","$1,230.56"
Ethereum Staking Guides by CoinCashew,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"121,021.57","$1,219.13"
Stereum - Ethereum Node Installer & Manager,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"119,750.72","$1,177.08"
Armiarma v2,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"114,923.91","$1,088.51"
Somer Esat Ethereum Staking Guides (Ubuntu),GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"111,246.35",$871.51
"PLUME: Pseudonymously Linked Unique Message Entities, aka Verifiably Deterministic Signatures on Ethereum",GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"107,882.95",$458.38
Parallelized Monte Carlo methods for algorithmic mechanism design,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"106,024.66",$279.45
EIP Fun,GG18 Cluster QF Ethereum Infrastructure,Aug 2023,"103,201.67",$224.38
Atlantis: Home to Changemakers,GG18 Cluster QF Climate,Aug 2023,"102,362.62","$23,876.84"
$Earth - Solarpunk Dao,GG18 Cluster QF Climate,Aug 2023,"100,320.34","$19,117.28"
The Solar Foundation ☀️ Decentralized clean energy is a public good,GG18 Cluster QF Climate,Aug 2023,"97,542.23","$18,915.27"
Silvi,GG18 Cluster QF Climate,Aug 2023,"96,461.86","$13,367.42"
TREEGENS - The Most Transparent & Rewarding Tree Planting,GG18 Cluster QF Climate,Aug 2023,"95,616.70","$11,596.83"
Web3beach,GG18 Cluster QF Climate,Aug 2023,"95,072.81","$9,710.78"
GoodDollar,GG18 Cluster QF Climate,Aug 2023,"94,609.79","$7,293.87"
KOKO DAO saving forests in Colombia,GG18 Cluster QF Climate,Aug 2023,"94,146.78","$6,752.77"
🌻 Sunflower EcoTech 🌻 (fka Eco Labs),GG18 Cluster QF Climate,Aug 2023,"93,469.11","$6,557.60"
"Solarpunk nomads: eco vehicles, routes and Solarpunk World Building",GG18 Cluster QF Climate,Aug 2023,"92,603.39","$6,504.00"
Earthist - Decentralize the Seeds,GG18 Cluster QF Climate,Aug 2023,"91,939.13","$6,415.03"
WaterDAO,GG18 Cluster QF Climate,Aug 2023,"89,825.29","$5,743.51"
Kokonut Network; Building an Eco-Friendly Perpetual Asset,GG18 Cluster QF Climate,Aug 2023,"89,180.96","$5,685.84"
Endangered Tokens DAO: Endangered Trees as ReFi Biodiversity Assets & Public Registry,GG18 Cluster QF Climate,Aug 2023,"89,053.59","$5,494.27"
"AYOWECCA UGANDA:      Training rural farmers & indigenous communities on regenerative agriculture and planting fruit trees in schools, health centers & churches",GG18 Cluster QF Climate,Aug 2023,"88,436.23","$5,066.99"
AgroforestDAO,GG18 Cluster QF Climate,Aug 2023,"87,191.33","$4,086.04"
GainForest: A global conservation basic income enabled by AI and web3,GG18 Cluster QF Climate,Aug 2023,"86,652.63","$3,944.36"
Oxygenchain,GG18 Cluster QF Climate,Aug 2023,"86,307.86","$3,550.74"
ReCommon,GG18 Cluster QF Climate,Aug 2023,"83,434.76","$3,320.97"
Helios - High Impact Solar in Emerging Markets,GG18 Cluster QF Climate,Aug 2023,"83,354.91","$3,302.61"
Litter Token,GG18 Cluster QF Climate,Aug 2023,"81,027.96","$3,277.32"
River Cleanup,GG18 Cluster QF Climate,Aug 2023,"80,446.74","$3,242.76"
Kula (कुल) Regenerative Commons,GG18 Cluster QF Climate,Aug 2023,"77,941.18","$3,222.21"
Impact Verification Infrastructure Bundle,GG18 Cluster QF Climate,Aug 2023,"77,169.49","$3,057.19"
Cosmos for Humanity | C4H,GG18 Cluster QF Climate,Aug 2023,"76,379.61","$3,004.71"
Shamba Network dMRV,GG18 Cluster QF Climate,Aug 2023,"76,089.12","$2,570.50"
Barichara Regeneration Fund – Prototyping a Bioregional Regenerative Economy,GG18 Cluster QF Climate,Aug 2023,"74,240.85","$2,543.09"
The Kawagumba village community farm project,GG18 Cluster QF Climate,Aug 2023,"71,137.90","$2,472.84"
Ocean Sole,GG18 Cluster QF Climate,Aug 2023,"70,995.93","$2,393.39"
Ekonavi,GG18 Cluster QF Climate,Aug 2023,"70,101.83","$2,390.49"
dMeter,GG18 Cluster QF Climate,Aug 2023,"70,069.90","$2,145.69"
RegenBuild,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$2,111.16"
Safi Protocol,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$1,957.76"
M3tering Protocol,GG18 Cluster QF Climate,Aug 2023,"69,753.07","$1,886.66"
Treejer Protocol,GG18 Cluster QF Climate,Aug 2023,"69,528.97","$1,868.47"
Bloom Network,GG18 Cluster QF Climate,Aug 2023,"67,909.15","$1,857.58"
MesoReefDAO - Regenerating Reef Conservation with DeSci Web3 tools,GG18 Cluster QF Climate,Aug 2023,"67,311.71","$1,852.42"
Ogallala Life,GG18 Cluster QF Climate,Aug 2023,"66,426.02","$1,677.08"
Gaia,GG18 Cluster QF Climate,Aug 2023,"64,172.82","$1,676.97"
Gigawatt,GG18 Cluster QF Climate,Aug 2023,"62,661.63","$1,644.13"
Coffee Impact Collective,GG18 Cluster QF Climate,Aug 2023,"62,603.38","$1,633.76"
"Nawonmesh - Regenerating Buxar (Bihar, India)",GG18 Cluster QF Climate,Aug 2023,"62,507.29","$1,466.12"
R3WILD,GG18 Cluster QF Climate,Aug 2023,"60,192.20","$1,422.76"
Pollen Buzz Initiative,GG18 Cluster QF Climate,Aug 2023,"57,720.66","$1,385.17"
"Mi Costa De Oro, Autonomous and Regenerative Community Rooted in Action (Venezuela)",GG18 Cluster QF Climate,Aug 2023,"56,325.60","$1,343.50"
Tokyo River Friends,GG18 Cluster QF Climate,Aug 2023,"55,104.92","$1,342.50"
ReFi Tanzania,GG18 Cluster QF Climate,Aug 2023,"52,314.80","$1,252.32"
FORK FOREST,GG18 Cluster QF Climate,Aug 2023,"52,314.80","$1,245.31"
NFP (Non-Fungible Plants),GG18 Cluster QF Climate,Aug 2023,"36,969.12","$1,233.74"
Alinticoin,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00","$1,187.77"
carbonlinked,GG18 Cluster QF Climate,Aug 2023,"300,000.00","$1,117.60"
Plants And Pillars,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00","$1,094.01"
SENTIENT: Giving Voice to Earth's Rivers using Ai,GG18 Cluster QF Climate,Aug 2023,"300,000.00","$1,042.10"
Traditional Dream Factory,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$961.99
Rebioca,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$951.76
Biolumen,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$914.64
All for Climate: offering a back office for autonomous collectives,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$892.76
DeFood: Decentralized Food Security Network (DFSN),GG18 Cluster QF Climate,Aug 2023,"300,000.00",$891.18
Elephant in the Room Strategic Climate Solutions,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$877.18
SeaBrick,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$825.29
Jerri.wtf,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$767.43
Etherisc - Affordable Crop Insurance through Carbon Farming,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$757.97
PlantGang,GG18 Cluster QF Climate,Aug 2023,"9,000,000.00",$754.87
regrò,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$622.56
Pellet stoves and solar panels for rural Namibian community,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$619.04
BETTER,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$601.76
Beyond Fossil Fuels - Supporting Indigenous legal efforts to STOP fossil fuel infrastructure,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$545.71
Project “Eco-Giving Accountability”: Building Bridges Between Communities and Socially Conscious Donors,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$527.32
Digital Gaia: An Open Source Ecosystem to Defeat Moloch and Regenerate the Planet,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$474.49
Yaupon Tea Co. - Creating Sustainable Rewards for Local Suppliers,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$392.51
Ranna: Filmmakers for Climate,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$373.29
Afrocarb,GG18 Cluster QF Climate,Aug 2023,"1,000,000.00",$361.32
La Madriguera,GG18 Cluster QF Climate,Aug 2023,"3,000,000.00",$336.31
Wasset,GG18 Cluster QF Climate,Aug 2023,"9,000,000.00",$287.76
Sustainable Heating with Compute Power,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$283.68
AI For Trees,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$266.64
Simbiotica | The source for impact insights on-chain.,GG18 Cluster QF Climate,Aug 2023,"500,000.00",$263.18
EcoVision - Honduras,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$260.94
Leaf Track,GG18 Cluster QF Climate,Aug 2023,"200,000.00",$210.87
Climate Emergency Centers,GG18 Cluster QF Climate,Aug 2023,"450,000.00",$188.93
RMTerra,GG18 Cluster QF Climate,Aug 2023,"190,770.00",$185.51
Vanara,GG18 Cluster QF Climate,Aug 2023,"190,000.00",$182.35
VinQ: Decentralized co-creation community for regenerative viticulture,GG18 Cluster QF Climate,Aug 2023,"150,000.00",$178.18
Fridays For Future Lebanon: Pan-Arab DeFi Solidarity,GG18 Cluster QF Climate,Aug 2023,"300,000.00",$175.01
Permet,GG18 Cluster QF Climate,Aug 2023,"750,000.00",$59.29
SANE Foundation: Pioneering Web3 Climate Solutions in Bioregions Worldwide,GG18 Cluster QF Climate,Aug 2023,"600,000.00",$55.20
Roela,GG18 Cluster QF Climate,Aug 2023,"100,000.00",$21.86
Khepera Blockchained Bioregeneration For Climate And Education Proposal,GG18 Cluster QF Climate,Aug 2023,"900,000.00",$9.11
L2BEAT,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"650,000.00","$20,000.00"
EthStaker,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"750,000.00","$20,000.00"
Dappnode,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"350,000.00","$19,408.37"
ZK Email,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"750,000.00","$15,477.93"
ethers.js,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"33,000.00","$13,536.80"
rotki,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"240,000.00","$10,354.30"
beaconcha.in,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"300,000.00","$8,961.76"
Ethereum Attestation Service,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"50,000.00","$7,353.64"
wagmi,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"31,764.00","$7,147.67"
Protocol Guild,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"300,000","$7,121.72"
eth.limo,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"504,000","$6,637.68"
NiceNode,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"540,000","$6,440.43"
Ethereum on ARM,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"300,000","$6,599.89"
"Blockscout Block Explorer - Decentralized, Open-Source, Transparent Block Explorer for All Chains",GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"50,000","$6,583.47"
Otterscan,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"420,069","$5,542.70"
Stereum - Ethereum Node Installer & Manager,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"10,000","$4,612.53"
Somer Esat Ethereum Staking Guides (Ubuntu),GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"15,000","$4,013.35"
eth-wizard: An Ethereum validator installation wizard,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"500,000","$4,028.88"
OpenZeppelin Contracts,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"200,000","$3,972.52"
Candide Labs,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"1,000,000","$3,827.75"
TrueBlocks and the Unchained Index,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"250,000","$3,379.50"
"PLUME: Pseudonymously Linked Unique Message Entities, aka Verifiably Deterministic Signatures on Ethereum",GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"250,000","$3,190.79"
"Blockhead: portfolio tracker, block explorer and web3 browser",GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"100,000","$2,983.73"
Ethereum Staking Guides by CoinCashew,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"504,828","$2,861.29"
Ephemery Testnet,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"550,000","$2,606.42"
D4C : Fuzzing the Ethereum Network,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"400,000","$1,349.15"
eth-pkg,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"500,000","$1,215.46"
ethRPCtoREST,GG19 Cluster QF Ethereum Infrastructure,Nov 2023,"120,000",$792.29
Revoke.cash,GG19 Cluster QF Open Source Software,Nov 2023,"400,000","$14,840.00"
OmniBTC,GG19 Cluster QF Open Source Software,Nov 2023,"300,000","$14,840.00"
JediSwap,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$14,840.00"
Hey.xyz (formerly Lenster),GG19 Cluster QF Open Source Software,Nov 2023,"100,000","$14,840.00"
DefiLlama,GG19 Cluster QF Open Source Software,Nov 2023,"4,000,000","$12,295.73"
IDriss - A more usable web3 for everyone,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$12,164.75"
"Mini Bridge: ""0"" rate Cross-L2 protocol  by Chaineye",GG19 Cluster QF Open Source Software,Nov 2023,"20,000","$6,641.45"
Umbra,GG19 Cluster QF Open Source Software,Nov 2023,"25,000","$6,519.84"
BrightID 🔆 Universal Proof of Uniqueness,GG19 Cluster QF Open Source Software,Nov 2023,"2,500","$5,427.73"
IDENA,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$4,793.93"
Hypercerts Foundation,GG19 Cluster QF Open Source Software,Nov 2023,"45,000","$4,497.17"
Carmine Options AMM,GG19 Cluster QF Open Source Software,Nov 2023,"30,000","$3,956.49"
The Tor Project,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$3,930.59"
Tape (formerly Lenstube),GG19 Cluster QF Open Source Software,Nov 2023,"22,500","$3,705.34"
Iron Wallet,GG19 Cluster QF Open Source Software,Nov 2023,"40,000","$3,286.83"
Sybil Defense for Public Goods - with privacy,GG19 Cluster QF Open Source Software,Nov 2023,"10,000","$3,233.10"
Kleo Network,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$3,147.99"
POAPin,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$2,844.95"
Mirror,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$2,714.01"
Starksheet,GG19 Cluster QF Open Source Software,Nov 2023,"150,000","$2,381.30"
Citizen Wallet - an open source wallet with account abstraction for your community,GG19 Cluster QF Open Source Software,Nov 2023,"235,000","$1,943.00"
Zk- Block | Tools for Zk & Web3 Dapps,GG19 Cluster QF Open Source Software,Nov 2023,"200,000","$1,819.56"
Impersonator,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$1,671.52"
Web3 GPT,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$1,601.97"
4EVERLAND,GG19 Cluster QF Open Source Software,Nov 2023,"30,000","$1,576.14"
Glo Dollar,GG19 Cluster QF Open Source Software,Nov 2023,"250,000","$1,570.32"
Gitcoin Passport Plugin for Discourse,GG19 Cluster QF Open Source Software,Nov 2023,"18,000","$1,493.73"
Astral,GG19 Cluster QF Open Source Software,Nov 2023,"10,000","$1,486.97"
Gitcoin Grants Data Portal,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$1,482.07"
Sybil-scorer,GG19 Cluster QF Open Source Software,Nov 2023,"25,000","$1,402.64"
ZeroPool,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$1,222.34"
Rouge Ticket,GG19 Cluster QF Open Source Software,Nov 2023,"30,000","$1,163.84"
Commons Stack,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$1,156.42"
ZKP2P Fiat On Ramp,GG19 Cluster QF Open Source Software,Nov 2023,"25,000","$1,064.41"
Epoch Protocol,GG19 Cluster QF Open Source Software,Nov 2023,"50,000","$1,050.17"
ENS Wayback Machine,GG19 Cluster QF Open Source Software,Nov 2023,"46,000",$945.00
